language	gupos	rel1	rel2	dupos	n	n_right	sum_delta	sum_abs_delta
Shanghainese	VERB	comp	pred	ADV	1	1	2	2
Shanghainese	VERB	comp	pred	AUX	5	5	17	17
Shanghainese	VERB	comp	pred	NOUN	1	1	4	4
Shanghainese	VERB	comp	pred	SCONJ	1	1	2	2
Shanghainese	VERB	compound		PART	4	4	7	7
Shanghainese	VERB	compound		VERB	4	4	4	4
Shanghainese	VERB	conj	appos	NOUN	1	1	4	4
Shanghainese	VERB	conj	appos	PART	1	1	1	1
Shanghainese	VERB	conj	coord	ADP	1	1	6	6
Shanghainese	VERB	conj	coord	AUX	1	1	5	5
Shanghainese	VERB	conj	coord	SCONJ	2	2	7	7
Shanghainese	VERB	conj	coord	VERB	7	7	21	21
Shanghainese	VERB	det		DET	3	0	-5	5
Shanghainese	VERB	discourse		ADJ	1	0	-7	7
Shanghainese	VERB	discourse		ADV	2	0	-17	17
Shanghainese	VERB	discourse		AUX	1	0	-1	1
Shanghainese	VERB	discourse		INTJ	45	4	-170	190
Shanghainese	VERB	discourse		PART	417	410	750	824
Shanghainese	VERB	discourse		PRON	2	0	-9	9
Shanghainese	VERB	discourse		SCONJ	1	0	-4	4
Shanghainese	VERB	discourse		VERB	2	0	-11	11
Shanghainese	VERB	dislocated		AUX	1	1	8	8
Shanghainese	VERB	dislocated		NOUN	5	1	-8	12
Shanghainese	VERB	dislocated		VERB	3	1	-2	12
Shanghainese	VERB	flat		ADV	1	1	1	1
Shanghainese	VERB	flat		VERB	1	1	1	1
Shanghainese	VERB	mod		ADJ	11	0	-20	20
Shanghainese	VERB	mod		ADP	2	0	-4	4
Shanghainese	VERB	mod		ADV	379	21	-495	543
Shanghainese	VERB	mod		AUX	10	0	-34	34
Shanghainese	VERB	mod		DET	2	0	-6	6
Shanghainese	VERB	mod		NOUN	82	1	-135	139
Shanghainese	VERB	mod		NUM	1	0	-1	1
Shanghainese	VERB	mod		PART	1	1	4	4
Shanghainese	VERB	mod		PRON	1	0	-4	4
Shanghainese	VERB	mod		SCONJ	6	1	-8	14
Shanghainese	VERB	mod		VERB	119	7	-268	292
Shanghainese	VERB	orphan		VERB	1	1	4	4
Shanghainese	VERB	parataxis		ADJ	22	5	-59	117
Shanghainese	VERB	parataxis		ADP	7	0	-46	46
Shanghainese	VERB	parataxis		ADV	3	1	0	16
Shanghainese	VERB	parataxis		AUX	31	9	-72	182
Shanghainese	VERB	parataxis		NOUN	1	0	-3	3
Shanghainese	VERB	parataxis		PART	8	0	-40	40
Shanghainese	VERB	parataxis		PRON	3	2	3	11
Shanghainese	VERB	parataxis		PROPN	2	0	-17	17
Shanghainese	VERB	parataxis		SCONJ	26	11	-29	155
Shanghainese	VERB	parataxis		VERB	155	45	-314	814
Shanghainese	VERB	punct		PUNCT	785	776	2238	2276
Shanghainese	VERB	reparandum		VERB	1	1	4	4
Shanghainese	VERB	subj		ADJ	2	0	-5	5
Shanghainese	VERB	subj		ADP	2	0	-3	3
Shanghainese	VERB	subj		DET	2	0	-4	4
Shanghainese	VERB	subj		NOUN	66	0	-98	98
Shanghainese	VERB	subj		NUM	1	0	-1	1
Shanghainese	VERB	subj		PART	3	0	-5	5
Shanghainese	VERB	subj		PRON	350	0	-658	658
Shanghainese	VERB	subj		PROPN	14	0	-29	29
Shanghainese	VERB	subj		SCONJ	2	0	-2	2
Shanghainese	VERB	subj		VERB	6	0	-14	14
Shanghainese	VERB	udep		ADP	77	3	-182	190
Shanghainese	VERB	udep		DET	1	0	-2	2
Shanghainese	VERB	udep		NOUN	16	4	-8	30
Shanghainese	VERB	udep		NUM	2	0	-2	2
Shanghainese	VERB	udep		PRON	3	0	-9	9
Shanghainese	VERB	udep		SCONJ	1	0	-2	2
Shanghainese	VERB	udep		VERB	1	0	-2	2
Shanghainese	VERB	unk		PRON	1	0	-2	2
Shanghainese	VERB	vocative		ADJ	2	1	-2	10
Shanghainese	VERB	vocative		NOUN	31	3	-96	110
Shanghainese	VERB	vocative		PART	3	1	-4	12
Shanghainese	VERB	vocative		PROPN	12	1	-46	50
Shanghainese	VERB	vocative		SCONJ	2	0	-4	4
Shanghainese	__0__	root		ADJ	52	52	263	263
Shanghainese	__0__	root		ADP	4	4	4	4
Shanghainese	__0__	root		ADV	3	3	9	9
Shanghainese	__0__	root		AUX	208	208	903	903
Shanghainese	__0__	root		INTJ	1	1	1	1
Shanghainese	__0__	root		NOUN	11	11	60	60
Shanghainese	__0__	root		PART	6	6	26	26
Shanghainese	__0__	root		PROPN	1	1	1	1
Shanghainese	__0__	root		SCONJ	198	198	912	912
Shanghainese	__0__	root		VERB	499	499	2175	2175
Sicilian	ADJ	cc		CCONJ	19	0	-20	20
Sicilian	ADJ	comp	obj	PRON	2	1	-3	5
Sicilian	ADJ	comp	obl	ADP	3	3	3	3
Sicilian	ADJ	comp	obl	PRON	2	0	-5	5
Sicilian	ADJ	comp	obl	SCONJ	7	7	14	14
Sicilian	ADJ	conj	coord	ADJ	19	19	40	40
Sicilian	ADJ	conj	coord	ADP	2	2	4	4
Sicilian	ADJ	conj	coord	PRON	4	4	12	12
Sicilian	ADJ	conj	coord	VERB	1	1	4	4
Sicilian	ADJ	det		DET	7	0	-8	8
Sicilian	ADJ	det		PRON	3	0	-3	3
Sicilian	ADJ	mod		ADJ	3	1	1	5
Sicilian	ADJ	mod		ADP	1	1	1	1
Sicilian	ADJ	mod		ADV	30	0	-36	36
Sicilian	ADJ	mod		NOUN	1	1	1	1
Sicilian	ADJ	mod		VERB	1	1	5	5
Sicilian	ADJ	punct		PUNCT	15	7	40	62
Sicilian	ADJ	udep		ADJ	1	0	-1	1
Sicilian	ADJ	udep		ADP	28	27	25	33
Sicilian	ADJ	udep		ADV	4	4	6	6
Sicilian	ADJ	udep		PRON	2	0	-3	3
Sicilian	ADJ	unk		PRON	2	0	-4	4
Sicilian	ADP	cc		CCONJ	15	0	-16	16
Sicilian	ADP	comp	obj	ADJ	6	6	8	8
Sicilian	ADP	comp	obj	ADP	4	4	5	5
Sicilian	ADP	comp	obj	ADV	32	32	33	33
Sicilian	ADP	comp	obj	AUX	3	3	8	8
Sicilian	ADP	comp	obj	DET	4	4	5	5
Sicilian	ADP	comp	obj	NOUN	614	614	1065	1065
Sicilian	ADP	comp	obj	NUM	1	1	2	2
Sicilian	ADP	comp	obj	PRON	74	74	89	89
Sicilian	ADP	comp	obj	PROPN	98	98	134	134
Sicilian	ADP	comp	obj	SCONJ	3	3	4	4
Sicilian	ADP	comp	obj	VERB	158	158	187	187
Sicilian	ADP	conj	coord	ADJ	2	2	8	8
Sicilian	ADP	conj	coord	ADP	19	19	89	89
Sicilian	ADP	conj	coord	AUX	1	1	10	10
Sicilian	ADP	conj	coord	NOUN	1	1	2	2
Sicilian	ADP	conj	coord	SCONJ	1	1	6	6
Sicilian	ADP	conj	coord	VERB	1	1	5	5
Sicilian	ADP	mod		ADV	17	0	-18	18
Sicilian	ADP	punct		PUNCT	62	48	171	213
Sicilian	ADP	subj		PRON	1	1	6	6
Sicilian	ADP	udep		ADP	2	0	-8	8
Sicilian	ADP	unk		ADP	6	6	6	6
Sicilian	ADP	unk		SCONJ	2	2	2	2
Sicilian	ADV	cc		CCONJ	5	0	-14	14
Sicilian	ADV	comp	obj	ADP	1	1	1	1
Sicilian	ADV	comp	obj	AUX	4	4	18	18
Sicilian	ADV	comp	obj	INTJ	1	1	1	1
Sicilian	ADV	comp	obj	NOUN	30	30	92	92
Sicilian	ADV	comp	obj	PRON	7	7	14	14
Sicilian	ADV	comp	obj	PROPN	6	6	17	17
Sicilian	ADV	comp	obj	SCONJ	2	2	2	2
Sicilian	ADV	comp	obj	VERB	12	12	38	38
Sicilian	ADV	comp	obl	SCONJ	4	4	4	4
Sicilian	ADV	conj	coord	ADP	1	1	2	2
Sicilian	ADV	conj	coord	VERB	1	1	4	4
Sicilian	ADV	det		DET	6	0	-7	7
Sicilian	ADV	mod		ADJ	2	0	-2	2
Sicilian	ADV	mod		ADP	1	1	1	1
Sicilian	ADV	mod		ADV	21	0	-24	24
Sicilian	ADV	mod		NOUN	2	2	2	2
Sicilian	ADV	mod		SCONJ	3	2	-2	18
Sicilian	ADV	parataxis		NOUN	1	1	3	3
Sicilian	ADV	parataxis		VERB	2	2	34	34
Sicilian	ADV	punct		PUNCT	60	53	167	197
Sicilian	ADV	udep		ADP	11	11	11	11
Sicilian	ADV	unk		ADP	43	43	43	43
Sicilian	ADV	unk		ADV	3	3	3	3
Sicilian	ADV	unk		SCONJ	11	11	11	11
Sicilian	ADV	vocative		NOUN	1	1	2	2
Sicilian	AUX	cc		CCONJ	54	0	-201	201
Sicilian	AUX	comp	aux	ADJ	13	12	11	13
Sicilian	AUX	comp	aux	ADP	1	1	2	2
Sicilian	AUX	comp	aux	AUX	12	12	13	13
Sicilian	AUX	comp	aux	NOUN	2	2	4	4
Sicilian	AUX	comp	aux	VERB	196	196	206	206
Sicilian	AUX	comp	obj	ADP	1	1	1	1
Sicilian	AUX	comp	obj	PRON	1	0	-1	1
Sicilian	AUX	comp	obl	ADP	1	1	1	1
Sicilian	AUX	comp	obl	PRON	2	0	-2	2
Sicilian	AUX	comp	obl	VERB	3	3	4	4
Sicilian	AUX	comp	pred	ADJ	61	59	77	81
Sicilian	AUX	comp	pred	ADP	5	5	5	5
Sicilian	AUX	comp	pred	ADV	8	7	6	8
Sicilian	AUX	comp	pred	AUX	1	0	-1	1
Sicilian	AUX	comp	pred	NOUN	51	51	109	109
Sicilian	AUX	comp	pred	NUM	1	1	2	2
Sicilian	AUX	comp	pred	PRON	7	6	7	9
Sicilian	AUX	comp	pred	PROPN	2	2	2	2
Sicilian	AUX	comp	pred	SCONJ	1	1	1	1
Sicilian	AUX	comp	pred	VERB	5	4	-2	36
Sicilian	AUX	conj	coord	AUX	26	26	203	203
Sicilian	AUX	conj	coord	NOUN	1	1	7	7
Sicilian	AUX	conj	coord	PRON	3	3	22	22
Sicilian	AUX	conj	coord	SCONJ	1	1	3	3
Sicilian	AUX	conj	coord	VERB	34	34	312	312
Sicilian	AUX	det		DET	1	0	-2	2
Sicilian	AUX	discourse		ADV	1	0	-13	13
Sicilian	AUX	discourse		INTJ	3	0	-11	11
Sicilian	AUX	dislocated		ADP	1	1	2	2
Sicilian	AUX	dislocated		NOUN	1	0	-3	3
Sicilian	AUX	dislocated		PROPN	1	1	3	3
Sicilian	AUX	mod		ADJ	2	0	-5	5
Sicilian	AUX	mod		ADP	12	8	26	66
Sicilian	AUX	mod		ADV	142	41	-165	331
Sicilian	AUX	mod		AUX	1	1	10	10
Sicilian	AUX	mod		NOUN	1	1	2	2
Sicilian	AUX	mod		NUM	3	2	-3	7
Sicilian	AUX	mod		PRON	2	1	-1	7
Sicilian	AUX	mod		SCONJ	28	17	-17	171
Sicilian	AUX	mod		VERB	4	1	-9	17
Sicilian	AUX	parataxis		AUX	12	12	143	143
Sicilian	AUX	parataxis		PRON	1	1	6	6
Sicilian	AUX	parataxis		PROPN	1	1	42	42
Sicilian	AUX	parataxis		VERB	18	18	263	263
Sicilian	AUX	punct		PUNCT	311	204	1809	2679
Sicilian	AUX	subj		ADJ	1	0	-2	2
Sicilian	AUX	subj		NOUN	65	10	-133	189
Sicilian	AUX	subj		NUM	1	1	11	11
Sicilian	AUX	subj		PRON	63	10	-77	113
Sicilian	AUX	subj		PROPN	38	8	-33	85
Sicilian	AUX	subj		SCONJ	3	0	-6	6
Sicilian	AUX	subj		VERB	2	1	-1	7
Sicilian	AUX	udep		ADP	26	0	-133	133
Sicilian	AUX	udep		NOUN	8	0	-27	27
Sicilian	AUX	udep		PRON	2	0	-2	2
Sicilian	AUX	udep		PROPN	1	0	-6	6
Sicilian	AUX	unk		VERB	2	2	2	2
Sicilian	AUX	vocative		NOUN	3	2	27	33
Sicilian	AUX	vocative		PROPN	5	2	-3	17
Sicilian	CCONJ	comp	obj	VERB	1	1	3	3
Sicilian	CCONJ	punct		PUNCT	1	0	-1	1
Sicilian	INTJ	comp	obj	PROPN	1	1	2	2
Sicilian	INTJ	conj	coord	INTJ	1	1	3	3
Sicilian	INTJ	mod		ADJ	1	1	1	1
Sicilian	INTJ	punct		PUNCT	22	18	47	55
Sicilian	INTJ	udep		ADP	1	1	1	1
Sicilian	INTJ	unk		ADP	1	1	1	1
Sicilian	INTJ	vocative		PROPN	1	1	1	1
Sicilian	NOUN	cc		CCONJ	40	0	-74	74
Sicilian	NOUN	comp	obl	SCONJ	2	2	2	2
Sicilian	NOUN	comp	obl	VERB	1	1	29	29
Sicilian	NOUN	compound		NOUN	8	8	8	8
Sicilian	NOUN	conj	appos	ADJ	2	2	6	6
Sicilian	NOUN	conj	appos	NOUN	9	9	44	44
Sicilian	NOUN	conj	appos	PRON	3	3	8	8
Sicilian	NOUN	conj	appos	PROPN	1	1	2	2
Sicilian	NOUN	conj	coord	ADJ	1	1	2	2
Sicilian	NOUN	conj	coord	ADV	1	1	5	5
Sicilian	NOUN	conj	coord	AUX	3	3	18	18
Sicilian	NOUN	conj	coord	NOUN	45	45	183	183
Sicilian	NOUN	conj	coord	PRON	1	1	3	3
Sicilian	NOUN	conj	coord	PROPN	2	2	7	7
Sicilian	NOUN	conj	coord	VERB	1	1	5	5
Sicilian	NOUN	det		ADP	3	0	-7	7
Sicilian	NOUN	det		DET	1158	4	-1284	1292
Sicilian	NOUN	discourse		INTJ	6	2	-7	15
Sicilian	NOUN	flat		PROPN	10	10	10	10
Sicilian	NOUN	mod		ADJ	214	131	85	255
Sicilian	NOUN	mod		ADP	1	1	1	1
Sicilian	NOUN	mod		ADV	29	9	-37	61
Sicilian	NOUN	mod		AUX	22	22	85	85
Sicilian	NOUN	mod		NOUN	4	3	6	8
Sicilian	NOUN	mod		NUM	40	2	-37	41
Sicilian	NOUN	mod		PROPN	5	5	9	9
Sicilian	NOUN	mod		SCONJ	8	8	15	15
Sicilian	NOUN	mod		VERB	82	82	301	301
Sicilian	NOUN	parataxis		AUX	3	3	36	36
Sicilian	NOUN	parataxis		VERB	3	3	27	27
Sicilian	NOUN	punct		PUNCT	176	132	316	504
Sicilian	NOUN	udep		ADP	230	230	269	269
Sicilian	NOUN	udep		ADV	5	5	9	9
Sicilian	NOUN	udep		NOUN	1	1	1	1
Sicilian	NOUN	udep		SCONJ	5	5	9	9
Sicilian	NOUN	vocative		PROPN	1	0	-3	3
Sicilian	NUM	det		DET	4	0	-4	4
Sicilian	NUM	udep		ADP	2	1	-1	3
Sicilian	PART	comp	obj	VERB	45	45	45	45
Sicilian	PART	punct		PUNCT	1	1	2	2
Sicilian	PRON	cc		CCONJ	10	0	-18	18
Sicilian	PRON	comp	obj	NOUN	1	1	3	3
Sicilian	PRON	comp	obl	AUX	1	1	8	8
Sicilian	PRON	conj	appos	NOUN	1	1	1	1
Sicilian	PRON	conj	appos	PROPN	1	1	3	3
Sicilian	PRON	conj	coord	AUX	1	1	11	11
Sicilian	PRON	conj	coord	NOUN	5	5	36	36
Sicilian	PRON	conj	coord	PRON	3	3	14	14
Sicilian	PRON	conj	coord	PROPN	1	1	2	2
Sicilian	PRON	conj	coord	SCONJ	1	1	4	4
Sicilian	PRON	det		DET	28	0	-31	31
Sicilian	PRON	discourse		INTJ	1	0	-3	3
Sicilian	PRON	mod		ADJ	8	7	6	8
Sicilian	PRON	mod		ADV	7	1	-4	8
Sicilian	PRON	mod		AUX	9	9	19	19
Sicilian	PRON	mod		DET	1	0	-1	1
Sicilian	PRON	mod		NOUN	2	1	1	5
Sicilian	PRON	mod		PRON	2	2	4	4
Sicilian	PRON	mod		SCONJ	3	3	4	4
Sicilian	PRON	mod		VERB	19	19	50	50
Sicilian	PRON	parataxis		AUX	1	1	4	4
Sicilian	PRON	punct		PUNCT	27	18	45	73
Sicilian	PRON	subj		PRON	1	0	-5	5
Sicilian	PRON	udep		ADP	32	32	39	39
Sicilian	PRON	udep		SCONJ	3	3	3	3
Sicilian	PROPN	cc		CCONJ	8	0	-9	9
Sicilian	PROPN	conj	appos	NOUN	1	1	4	4
Sicilian	PROPN	conj	coord	NOUN	1	1	3	3
Sicilian	PROPN	conj	coord	PROPN	7	7	14	14
Sicilian	PROPN	det		DET	79	1	-78	80
Sicilian	PROPN	flat		PROPN	17	17	17	17
Sicilian	PROPN	mod		ADJ	5	4	5	7
Sicilian	PROPN	mod		ADV	3	1	-1	5
Sicilian	PROPN	mod		AUX	1	1	5	5
Sicilian	PROPN	mod		NOUN	1	1	2	2
Sicilian	PROPN	mod		PROPN	3	3	4	4
Sicilian	PROPN	mod		SCONJ	1	1	8	8
Sicilian	PROPN	mod		VERB	10	9	23	35
Sicilian	PROPN	punct		PUNCT	83	63	136	180
Sicilian	PROPN	udep		ADP	11	11	16	16
Sicilian	PUNCT	punct		PUNCT	1	1	1	1
Sicilian	SCONJ	cc		CCONJ	10	0	-12	12
Sicilian	SCONJ	comp	obj	ADJ	1	1	7	7
Sicilian	SCONJ	comp	obj	ADP	1	1	4	4
Sicilian	SCONJ	comp	obj	AUX	100	100	279	279
Sicilian	SCONJ	comp	obj	PRON	2	2	10	10
Sicilian	SCONJ	comp	obj	SCONJ	7	7	10	10
Sicilian	SCONJ	comp	obj	VERB	167	167	456	456
Sicilian	SCONJ	conj	coord	ADJ	1	1	10	10
Sicilian	SCONJ	conj	coord	ADP	2	2	13	13
Sicilian	SCONJ	conj	coord	ADV	1	1	5	5
Sicilian	SCONJ	conj	coord	NOUN	1	1	8	8
Sicilian	SCONJ	conj	coord	SCONJ	6	6	46	46
Sicilian	SCONJ	discourse		ADV	1	0	-2	2
Sicilian	SCONJ	discourse		NOUN	1	1	4	4
Sicilian	SCONJ	mod		ADV	12	0	-13	13
Sicilian	SCONJ	punct		PUNCT	82	64	479	531
Sicilian	SCONJ	subj		NOUN	1	0	-9	9
Sicilian	SCONJ	udep		ADP	2	0	-4	4
Sicilian	VERB	cc		CCONJ	257	1	-788	792
Sicilian	VERB	comp		PRON	330	14	-395	427
Sicilian	VERB	comp	obj	ADP	3	2	0	4
Sicilian	VERB	comp	obj	ADV	2	1	-22	24
Sicilian	VERB	comp	obj	AUX	15	13	41	87
Sicilian	VERB	comp	obj	INTJ	1	1	5	5
Sicilian	VERB	comp	obj	NOUN	303	299	609	629
Sicilian	VERB	comp	obj	PRON	234	53	-187	329
Sicilian	VERB	comp	obj	PROPN	6	6	9	9
Sicilian	VERB	comp	obj	SCONJ	96	94	117	137
Sicilian	VERB	comp	obj	VERB	51	48	77	145
Sicilian	VERB	comp	obl	ADP	89	89	121	121
Sicilian	VERB	comp	obl	NOUN	1	1	6	6
Sicilian	VERB	comp	obl	PART	45	45	45	45
Sicilian	VERB	comp	obl	PRON	242	14	-253	283
Sicilian	VERB	comp	obl	SCONJ	8	7	6	26
Sicilian	VERB	comp	obl	VERB	16	13	-8	56
Sicilian	VERB	comp	pred	ADJ	33	32	47	53
Sicilian	VERB	comp	pred	ADP	1	1	1	1
Sicilian	VERB	comp	pred	NOUN	10	10	21	21
Sicilian	VERB	comp	pred	PRON	1	1	6	6
Sicilian	VERB	comp	pred	PROPN	8	8	8	8
Sicilian	VERB	comp	pred	SCONJ	1	0	-5	5
Sicilian	VERB	comp	pred	VERB	3	3	3	3
Sicilian	VERB	compound		NOUN	1	1	2	2
Sicilian	VERB	conj	appos	ADJ	1	1	1	1
Sicilian	VERB	conj	coord	ADP	1	1	2	2
Sicilian	VERB	conj	coord	ADV	1	1	6	6
Sicilian	VERB	conj	coord	AUX	32	32	265	265
Sicilian	VERB	conj	coord	CCONJ	1	1	14	14
Sicilian	VERB	conj	coord	NOUN	1	1	7	7
Sicilian	VERB	conj	coord	SCONJ	2	2	12	12
Sicilian	VERB	conj	coord	VERB	252	252	2053	2053
Sicilian	VERB	det		DET	5	0	-6	6
Sicilian	VERB	det		PRON	1	0	-1	1
Sicilian	VERB	discourse		INTJ	9	3	-16	58
Sicilian	VERB	dislocated		NOUN	7	4	2	18
Sicilian	VERB	dislocated		PROPN	1	1	2	2
Sicilian	VERB	mod		ADJ	5	2	-5	25
Sicilian	VERB	mod		ADP	65	43	9	245
Sicilian	VERB	mod		ADV	346	138	-341	725
Sicilian	VERB	mod		AUX	4	2	-5	17
Sicilian	VERB	mod		NOUN	1	0	-3	3
Sicilian	VERB	mod		NUM	1	1	5	5
Sicilian	VERB	mod		PRON	5	2	-2	12
Sicilian	VERB	mod		SCONJ	78	46	-34	540
Sicilian	VERB	mod		VERB	42	25	24	210
Sicilian	VERB	parataxis		AUX	29	28	410	426
Sicilian	VERB	parataxis		NOUN	4	4	37	37
Sicilian	VERB	parataxis		PRON	2	2	5	5
Sicilian	VERB	parataxis		PROPN	12	11	254	268
Sicilian	VERB	parataxis		SCONJ	1	1	14	14
Sicilian	VERB	parataxis		VERB	87	80	793	945
Sicilian	VERB	punct		PUNCT	1062	744	7233	9537
Sicilian	VERB	subj		ADJ	2	1	1	3
Sicilian	VERB	subj		NOUN	230	69	-302	628
Sicilian	VERB	subj		NUM	1	0	-1	1
Sicilian	VERB	subj		PRON	173	24	-277	353
Sicilian	VERB	subj		PROPN	112	19	-149	203
Sicilian	VERB	subj		SCONJ	4	0	-22	22
Sicilian	VERB	subj		VERB	1	0	-10	10
Sicilian	VERB	udep		ADJ	1	0	-4	4
Sicilian	VERB	udep		ADP	433	356	304	1042
Sicilian	VERB	udep		ADV	37	31	26	108
Sicilian	VERB	udep		INTJ	1	1	1	1
Sicilian	VERB	udep		NOUN	55	23	-27	169
Sicilian	VERB	udep		PRON	5	4	10	12
Sicilian	VERB	udep		PROPN	4	3	30	36
Sicilian	VERB	unk		PRON	11	0	-15	15
Sicilian	VERB	vocative		NOUN	13	4	-42	60
Sicilian	VERB	vocative		PROPN	10	1	-25	31
Sicilian	__0__	root		ADJ	2	2	2	2
Sicilian	__0__	root		ADP	1	1	6	6
Sicilian	__0__	root		ADV	4	4	4	4
Sicilian	__0__	root		AUX	96	96	475	475
Sicilian	__0__	root		NOUN	15	15	37	37
Sicilian	__0__	root		PRON	4	4	9	9
Sicilian	__0__	root		PROPN	4	4	5	5
Sicilian	__0__	root		SCONJ	5	5	25	25
Sicilian	__0__	root		VERB	374	374	2031	2031
Sinhala	ADJ	cc		CCONJ	3	1	-5	7
Sinhala	ADJ	comp	obj	NOUN	1	0	-1	1
Sinhala	ADJ	comp	obj	PRON	1	0	-3	3
Sinhala	ADJ	compound		AUX	1	1	2	2
Sinhala	ADJ	compound		NOUN	2	1	0	2
Sinhala	ADJ	conj	coord	ADJ	1	1	2	2
Sinhala	ADJ	flat		NOUN	1	1	1	1
Sinhala	ADJ	mod		ADJ	2	1	1	3
Sinhala	ADJ	mod		ADV	6	0	-6	6
Sinhala	ADJ	mod		NOUN	1	0	-1	1
Sinhala	ADJ	mod		PART	1	0	-1	1
Sinhala	ADJ	parataxis		ADJ	1	0	-7	7
Sinhala	ADJ	punct		PUNCT	6	6	12	12
Sinhala	ADJ	subj		NOUN	7	0	-15	15
Sinhala	ADJ	subj		PART	1	0	-1	1
Sinhala	ADJ	subj		PROPN	1	0	-1	1
Sinhala	ADJ	udep		ADJ	1	0	-3	3
Sinhala	ADJ	udep		NOUN	2	0	-3	3
Sinhala	ADJ	udep		PROPN	1	0	-1	1
Sinhala	ADJ	unk		ADP	1	0	-1	1
Sinhala	ADJ	unk		PART	4	4	6	6
Sinhala	ADJ	unk		VERB	2	0	-2	2
Sinhala	ADP	comp	obj	ADV	2	0	-2	2
Sinhala	ADP	comp	obj	AUX	1	0	-1	1
Sinhala	ADP	comp	obj	NOUN	28	1	-32	34
Sinhala	ADP	comp	obj	PRON	3	0	-3	3
Sinhala	ADP	comp	obj	PROPN	3	0	-3	3
Sinhala	ADP	comp	obj	VERB	2	0	-2	2
Sinhala	ADP	conj	coord	ADP	1	1	4	4
Sinhala	ADP	mod		NOUN	2	0	-3	3
Sinhala	ADP	punct		PUNCT	5	5	10	10
Sinhala	ADP	subj		PRON	2	0	-10	10
Sinhala	ADP	subj		VERB	2	0	-9	9
Sinhala	ADV	mod		ADV	1	0	-1	1
Sinhala	ADV	mod		NOUN	1	0	-1	1
Sinhala	ADV	unk		PART	3	3	4	4
Sinhala	ADV	unk		PRON	1	0	-1	1
Sinhala	ADV	unk		VERB	1	0	-1	1
Sinhala	AUX	comp	aux	ADJ	1	0	-1	1
Sinhala	AUX	comp	aux	AUX	1	0	-1	1
Sinhala	AUX	comp	aux	NOUN	3	0	-5	5
Sinhala	AUX	comp	aux	PART	1	0	-2	2
Sinhala	AUX	comp	aux	VERB	34	0	-38	38
Sinhala	AUX	comp	obj	NOUN	2	0	-3	3
Sinhala	AUX	comp	pred	NOUN	2	0	-2	2
Sinhala	AUX	compound		VERB	1	0	-1	1
Sinhala	AUX	mod		ADP	1	0	-7	7
Sinhala	AUX	mod		ADV	5	0	-26	26
Sinhala	AUX	mod		PART	1	0	-1	1
Sinhala	AUX	parataxis		NOUN	1	1	6	6
Sinhala	AUX	parataxis		VERB	1	1	3	3
Sinhala	AUX	punct		PUNCT	29	28	36	44
Sinhala	AUX	subj		ADP	1	0	-4	4
Sinhala	AUX	subj		NOUN	18	0	-65	65
Sinhala	AUX	subj		PART	2	0	-7	7
Sinhala	AUX	subj		PRON	6	0	-26	26
Sinhala	AUX	subj		PROPN	1	0	-9	9
Sinhala	AUX	udep		NOUN	1	0	-4	4
Sinhala	AUX	unk		PART	1	0	-3	3
Sinhala	AUX	unk		VERB	2	1	-1	3
Sinhala	DET	compound		NOUN	1	0	-1	1
Sinhala	DET	mod		SCONJ	1	0	-2	2
Sinhala	NOUN	cc		CCONJ	2	1	-4	6
Sinhala	NOUN	clf		NOUN	1	1	3	3
Sinhala	NOUN	comp	obj	NOUN	12	0	-17	17
Sinhala	NOUN	comp	obj	PART	2	0	-2	2
Sinhala	NOUN	comp	obj	PRON	3	0	-19	19
Sinhala	NOUN	comp	obj	PROPN	2	0	-3	3
Sinhala	NOUN	comp	obl	VERB	1	0	-2	2
Sinhala	NOUN	compound		ADJ	2	0	-2	2
Sinhala	NOUN	compound		ADP	1	1	3	3
Sinhala	NOUN	compound		AUX	11	10	19	21
Sinhala	NOUN	compound		NOUN	45	5	-35	45
Sinhala	NOUN	compound		PART	1	0	-1	1
Sinhala	NOUN	compound		PROPN	12	0	-13	13
Sinhala	NOUN	compound		VERB	13	12	11	13
Sinhala	NOUN	conj	appos	PROPN	1	1	1	1
Sinhala	NOUN	conj	coord	ADP	1	1	4	4
Sinhala	NOUN	conj	coord	NOUN	2	2	3	3
Sinhala	NOUN	det		DET	28	0	-31	31
Sinhala	NOUN	det		PART	1	0	-1	1
Sinhala	NOUN	det		PRON	12	0	-15	15
Sinhala	NOUN	discourse		PROPN	1	1	1	1
Sinhala	NOUN	flat		NOUN	1	1	1	1
Sinhala	NOUN	mod		ADJ	64	1	-80	82
Sinhala	NOUN	mod		ADV	6	0	-23	23
Sinhala	NOUN	mod		AUX	1	0	-2	2
Sinhala	NOUN	mod		NOUN	77	3	-85	93
Sinhala	NOUN	mod		NUM	7	5	4	8
Sinhala	NOUN	mod		PART	8	1	-9	11
Sinhala	NOUN	mod		PRON	7	0	-8	8
Sinhala	NOUN	mod		PROPN	9	0	-14	14
Sinhala	NOUN	mod		VERB	28	0	-43	43
Sinhala	NOUN	punct		PUNCT	46	46	96	96
Sinhala	NOUN	subj		ADP	2	0	-3	3
Sinhala	NOUN	subj		NOUN	24	0	-64	64
Sinhala	NOUN	subj		NUM	1	0	-5	5
Sinhala	NOUN	subj		PART	3	0	-8	8
Sinhala	NOUN	subj		PRON	7	0	-26	26
Sinhala	NOUN	subj		PROPN	5	0	-22	22
Sinhala	NOUN	subj		VERB	7	1	-21	23
Sinhala	NOUN	udep		ADP	8	0	-21	21
