x	y	n_langs	n_lineages	pearson	spearman	lineage_r	quad_min	quad_expected	quad_reading	p_quad	grid_empty	p_grid	coupled	claim	claim_violators	claim_viol_rate	claim_support	boot_kind	boot_survival	surprise
adist:discourse	dir:subj	54	21	0.042	0.078	0.055	11	13.5		0.26	0.04	0.834	False					none	0.0	0.0017
adist:discourse	dist:comp	55	21	0.244	0.217	0.251	10	13.2		0.177	0.04	0.834	False					none	0.0	0.0017
adist:discourse	dist:comp:obj	55	21	0.278	0.24	0.285	9	13.2		0.057	0.04	0.834	False					none	0.0	0.0017
adist:discourse	dist:mod	55	21	0.237	0.226	0.384	8	13.2		0.015	0.04	0.834	False					none	0.0	0.0017
adist:discourse	dist:subj	54	21	-0.041	-0.055	0.168	12	13.5		0.603	0.04	0.834	False					none	0.0	0.0017
adist:discourse	freq:comp	55	21	0.204	0.19	0.15	13	13.2		1.0	0.04	0.834	False					none	0.0	0.0017
adist:discourse	freq:det	55	21	0.1	0.331	0.023	11	13.2		0.428	0.04	0.834	False					none	0.0	0.0017
adist:discourse	freq:mod	55	21	-0.138	-0.078	-0.191	12	13.2		0.799	0.04	0.834	False					none	0.0	0.0017
adist:discourse	pos:ADV	55	21	0.014	0.061	0.281	11	13.2		0.407	0.04	0.834	False					none	0.0	0.0017
adist:discourse	pos:DET	54	21	0.078	0.228	0.034	13	13.5		1.0	0.04	0.834	False					none	0.0	0.0017
adist:discourse	pos:NUM	55	21	0.008	0.206	0.074	10	13.2		0.161	0.04	0.834	False					none	0.0	0.0017
adist:discourse	pos:PRON	55	21	0.161	0.295	0.424	8	13.2		0.014	0.04	0.834	False					none	0.0	0.0017
adist:discourse	pos:VERB	55	21	-0.219	-0.327	0.012	9	13.2		0.062	0.04	0.834	False					none	0.0	0.0017
adist:mod	dir:discourse	55	21	0.096	0.104	0.434	11	13.2		0.413	0.04	0.834	False					none	0.0	0.0017
adist:subj	dir:discourse	54	21	0.088	0.056	0.47	13	13.5		1.0	0.04	0.834	False					none	0.0	0.0017
adist:subj	dist:discourse	54	21	-0.197	-0.228	0.073	12	13.5		0.616	0.04	0.834	False					none	0.0	0.0017
dir:comp:aux	freq:vocative	55	23	0.124	0.112	0.513	11	13.2		0.396	0.04	0.834	False					none	0.0	0.0017
dir:comp:obj	dist:discourse	55	21	0.092	-0.028	0.112	10	13.2		0.154	0.04	0.834	False					none	0.0	0.0017
dir:comp:obl	dir:det	54	20	0.177	0.054	-0.047	11	13.5		0.285	0.04	0.834	False	dir:comp:obl >= dir:det	Abkhaz,Akkadian,Amharic,Beja	0.074	0.667	claim	0.0	0.0017
dir:comp:obl	dist:det	54	20	0.12	-0.029	-0.058	12	13.5		0.566	0.04	0.834	False					none	0.0	0.0017
dir:comp:obl	pos:DET	55	19	0.07	0.044	0.39	12	13.2		0.771	0.04	0.834	False					none	0.0	0.0017
dir:comp:obl	pos:SCONJ	55	20	0.34	0.283	0.547	10	13.2		0.179	0.04	0.834	False					none	0.0	0.0017
dir:det	dist:comp:obl	54	20	-0.109	-0.019	-0.51	11	13.5		0.262	0.04	0.834	False					none	0.0	0.0017
dir:discourse	dir:mod	55	21	-0.441	-0.414	-0.626	10	13.2		0.186	0.04	0.834	False	dir:discourse >= dir:mod	Cappadocian,Central_Kurdish,Chukchi,English,Gheg,Greek,Hausa,Ika	0.309	0.527	claim	0.0	0.0017
dir:discourse	dir:subj	54	21	-0.206	-0.333	-0.366	10	13.5		0.093	0.04	0.834	False	dir:discourse >= dir:subj	Cappadocian,Greek,Kiche	0.056	0.704	claim	0.0	0.0017
dir:discourse	dist:comp	55	21	-0.215	-0.216	-0.32	9	13.2		0.036	0.04	0.834	False					none	0.0	0.0017
dir:discourse	dist:comp:obj	55	21	-0.21	-0.21	-0.353	9	13.2		0.057	0.04	0.834	False					none	0.0	0.0017
dir:discourse	dist:mod	55	21	-0.402	-0.393	-0.552	8	13.2		0.014	0.04	0.834	False					none	0.0	0.0017
dir:discourse	dist:subj	54	21	-0.193	-0.217	-0.53	11	13.5		0.308	0.04	0.834	False					none	0.0	0.0017
dir:discourse	freq:comp	55	21	-0.021	-0.067	0.038	13	13.2		1.0	0.04	0.834	False					none	0.0	0.0017
dir:discourse	freq:det	55	21	-0.331	-0.362	-0.287	9	13.2		0.059	0.04	0.834	False					none	0.0	0.0017
dir:discourse	freq:subj	54	21	0.213	0.175	0.138	12	13.5		0.607	0.04	0.834	False					none	0.0	0.0017
dir:discourse	freq:udep	54	21	-0.113	-0.202	0.132	13	13.5		1.0	0.04	0.834	False					none	0.0	0.0017
dir:discourse	pos:ADP	55	21	-0.108	-0.134	0.113	11	13.2		0.404	0.04	0.834	False					none	0.0	0.0017
dir:discourse	pos:ADV	55	21	-0.046	-0.051	-0.333	12	13.2		0.783	0.04	0.834	False					none	0.0	0.0017
dir:discourse	pos:DET	54	21	-0.297	-0.285	-0.303	11	13.5		0.275	0.04	0.834	False					none	0.0	0.0017
dir:discourse	pos:NOUN	55	21	0.251	0.261	0.491	9	13.2		0.05	0.04	0.834	False					none	0.0	0.0017
dir:discourse	pos:NUM	55	21	0.01	-0.101	0.185	11	13.2		0.421	0.04	0.834	False					none	0.0	0.0017
dir:discourse	pos:PRON	55	21	0.01	-0.026	-0.48	11	13.2		0.425	0.04	0.834	False					none	0.0	0.0017
dir:mod	dist:discourse	55	21	-0.149	-0.243	-0.226	11	13.2		0.407	0.04	0.834	False					none	0.0	0.0017
dir:subj	dist:discourse	54	21	0.117	-0.095	0.037	11	13.5		0.283	0.04	0.834	False					none	0.0	0.0017
dist:comp	dist:discourse	55	21	0.138	0.082	0.182	10	13.2		0.165	0.04	0.834	False					none	0.0	0.0017
dist:comp:aux	freq:vocative	55	23	0.079	0.071	0.453	13	13.2		1.0	0.04	0.834	False					none	0.0	0.0017
dist:comp:obj	dist:discourse	55	21	0.146	0.076	0.171	10	13.2		0.16	0.04	0.834	False					none	0.0	0.0017
dist:comp:obl	dist:det	54	20	-0.151	-0.067	-0.509	12	13.5		0.577	0.04	0.834	False					none	0.0	0.0017
dist:comp:obl	pos:DET	55	19	0.191	0.149	0.514	12	13.2		0.78	0.04	0.834	False					none	0.0	0.0017
dist:discourse	dist:mod	55	21	-0.078	-0.156	-0.059	10	13.2		0.174	0.04	0.834	False					none	0.0	0.0017
dist:discourse	freq:comp	55	21	0.091	-0.013	0.14	12	13.2		0.768	0.04	0.834	False					none	0.0	0.0017
dist:discourse	freq:det	55	21	-0.148	-0.26	0.058	11	13.2		0.408	0.04	0.834	False					none	0.0	0.0017
dist:discourse	freq:mod	55	21	-0.111	-0.102	-0.093	12	13.2		0.756	0.04	0.834	False					none	0.0	0.0017
dist:discourse	freq:subj	54	21	0.117	0.185	0.078	12	13.5		0.614	0.04	0.834	False					none	0.0	0.0017
dist:discourse	pos:ADP	55	21	0.063	-0.066	0.244	12	13.2		0.79	0.04	0.834	False					none	0.0	0.0017
dist:discourse	pos:ADV	55	21	0.04	0.048	-0.135	12	13.2		0.764	0.04	0.834	False					none	0.0	0.0017
dist:discourse	pos:DET	54	21	-0.114	-0.195	0.034	13	13.5		1.0	0.04	0.834	False					none	0.0	0.0017
dist:discourse	pos:NOUN	55	21	0.059	0.135	0.144	8	13.2		0.007	0.04	0.834	False					none	0.0	0.0017
dist:discourse	pos:PRON	55	21	0.085	0.048	-0.154	12	13.2		0.773	0.04	0.834	False					none	0.0	0.0017
adist:discourse	adist:udep	52	21	0.122	0.26	-0.124	12	13.0		0.78	0.04	0.863	False					none	0.0	0.0014
adist:discourse	dir:udep	52	21	0.198	0.177	0.226	11	13.0		0.421	0.04	0.863	False					none	0.0	0.0014
adist:discourse	dist:udep	52	21	0.084	0.019	0.186	12	13.0		0.775	0.04	0.863	False					none	0.0	0.0014
adist:discourse	pos:PROPN	52	19	-0.049	-0.029	-0.196	12	13.0		0.783	0.04	0.863	False					none	0.0	0.0014
adist:udep	dir:discourse	52	21	0.091	-0.017	0.445	11	13.0		0.389	0.04	0.863	False					none	0.0	0.0014
adist:udep	dist:discourse	52	21	-0.085	-0.148	0.21	11	13.0		0.406	0.04	0.863	False					none	0.0	0.0014
dir:comp:obl	freq:discourse	52	19	0.042	-0.026	-0.102	12	13.0		0.793	0.04	0.863	False					none	0.0	0.0014
dir:discourse	dir:udep	52	21	-0.361	-0.358	-0.416	10	13.0		0.164	0.04	0.863	False	dir:discourse >= dir:udep	Bambara,Beja,Cappadocian,English,Frisian_Dutch,Gheg,Greek,Hausa	0.346	0.442	claim	0.0	0.0014
dir:discourse	dist:udep	52	21	-0.319	-0.268	-0.484	11	13.0		0.407	0.04	0.863	False					none	0.0	0.0014
dir:discourse	pos:INTJ	52	21	-0.035	-0.132	-0.274	10	13.0		0.16	0.04	0.863	False					none	0.0	0.0014
dir:discourse	pos:PROPN	52	19	-0.001	0.039	0.066	13	13.0		1.0	0.04	0.863	False					none	0.0	0.0014
dir:udep	dist:discourse	52	21	0.053	-0.063	0.077	11	13.0		0.396	0.04	0.863	False					none	0.0	0.0014
dist:comp:obl	freq:discourse	52	19	0.064	-0.044	-0.198	12	13.0		0.79	0.04	0.863	False					none	0.0	0.0014
dist:comp:pred	freq:vocative	52	22	0.091	0.077	0.187	13	13.0		1.0	0.04	0.863	False					none	0.0	0.0014
dist:discourse	pos:INTJ	52	21	0.049	0.001	0.039	11	13.0		0.427	0.04	0.863	False					none	0.0	0.0014
dist:discourse	pos:PROPN	52	19	-0.074	0.008	-0.05	12	13.0		0.769	0.04	0.863	False					none	0.0	0.0014
adist:discourse	pos:AUX	53	21	0.152	0.189	0.026	11	12.8		0.589	0.04	0.877	False					none	0.0	0.0012
dist:discourse	pos:AUX	53	21	-0.13	-0.163	-0.083	10	12.8		0.265	0.04	0.877	False					none	0.0	0.0012
dir:comp:obl	pos:INTJ	49	19	0.137	0.052	0.058	10	11.8		0.581	0.04	0.89	False					none	0.0	0.0011
dir:comp:obl	pos:PART	49	20	-0.003	0.18	0.073	10	11.8		0.563	0.04	0.89	False					none	0.0	0.0011
dist:comp:obl	pos:INTJ	49	19	0.236	0.053	0.036	11	11.8		1.0	0.04	0.89	False					none	0.0	0.0011
dist:comp:obl	pos:PART	49	20	0.024	0.124	0.096	10	11.8		0.542	0.04	0.89	False					none	0.0	0.0011
adist:cc	dir:comp:obl	51	20	-0.418	-0.356	-0.487	7	12.2		0.013	0.04	0.898	False					none	0.0	0.001
adist:cc	dist:comp:obl	51	20	-0.332	-0.341	-0.344	7	12.2		0.01	0.04	0.898	False					none	0.0	0.001
adist:discourse	pos:ADJ	51	21	0.023	-0.011	-0.044	11	12.2		0.784	0.04	0.898	False					none	0.0	0.001
dir:discourse	freq:cc	51	20	-0.238	-0.203	-0.464	9	12.2		0.164	0.04	0.898	False					none	0.0	0.001
dir:discourse	pos:ADJ	51	21	0.192	0.163	0.311	10	12.2		0.38	0.04	0.898	False					none	0.0	0.001
dist:cc	dist:comp:obl	51	20	0.038	0.101	0.126	9	12.2		0.155	0.04	0.898	False					none	0.0	0.001
dist:discourse	freq:cc	51	20	-0.113	-0.163	-0.223	11	12.2		0.76	0.04	0.898	False					none	0.0	0.001
adist:discourse	pos:CCONJ	50	20	0.156	0.232	0.322	10	12.5		0.261	0.04	0.909	False					none	0.0	0.0009
adist:discourse	pos:PART	50	20	-0.109	-0.144	-0.025	10	12.5		0.256	0.04	0.909	False					none	0.0	0.0009
dir:discourse	pos:CCONJ	50	20	-0.2	-0.199	-0.448	10	12.5		0.263	0.04	0.909	False					none	0.0	0.0009
dir:discourse	pos:PART	50	20	0.29	0.316	-0.089	10	12.5		0.283	0.04	0.909	False					none	0.0	0.0009
dist:discourse	pos:CCONJ	50	20	-0.073	-0.151	-0.178	11	12.5		0.6	0.04	0.909	False					none	0.0	0.0009
adist:discourse	pos:SCONJ	48	20	0.137	0.186	0.418	9	12.0		0.154	0.04	0.93	False					none	0.0	0.0007
dir:comp:obl	freq:vocative	48	19	0.063	-0.015	0.174	10	12.0		0.372	0.04	0.93	False					none	0.0	0.0007
dist:comp:obl	freq:vocative	48	19	0.087	0.024	-0.021	11	12.0		0.788	0.04	0.93	False					none	0.0	0.0007
adist:det	dir:discourse	43	20	0.207	0.081	0.222	7	10.2		0.119	0.04	0.964	False					none	0.0	0.0004
adist:discourse	dir:det	43	20	-0.014	0.026	-0.107	9	10.2		0.773	0.04	0.964	False					none	0.0	0.0004
adist:discourse	dist:det	43	20	0.007	0.045	-0.075	9	10.2		0.765	0.04	0.964	False					none	0.0	0.0004
adist:discourse	freq:vocative	43	20	0.369	0.009	0.75	9	10.2		0.725	0.04	0.964	False					none	0.0	0.0004
dir:det	dir:discourse	43	20	-0.112	-0.096	0.06	9	10.2		0.755	0.04	0.964	False	dir:discourse >= dir:det	Bambara,Javanese,Ruuli,Wolof,Xavante	0.116	0.698	claim	0.0	0.0004
dir:discourse	dist:det	43	20	-0.162	-0.207	0.061	9	10.2		0.763	0.04	0.964	False					none	0.0	0.0004
dir:discourse	freq:vocative	43	20	0.074	-0.06	0.111	9	10.2		0.775	0.04	0.964	False					none	0.0	0.0004
dist:det	dist:discourse	43	20	-0.048	-0.116	0.072	8	10.2		0.361	0.04	0.964	False					none	0.0	0.0004
dist:discourse	freq:vocative	43	20	0.367	0.024	0.581	9	10.2		0.762	0.04	0.964	False					none	0.0	0.0004
dir:discourse	dist:comp:aux	39	18	-0.367	-0.423	-0.473	5	9.2		0.019	0.04	0.99	False					none	0.0	0.0001
dist:comp:aux	dist:discourse	39	18	0.011	-0.114	-0.023	6	9.2		0.112	0.04	0.99	False					none	0.0	0.0001
adist:cc	adist:discourse	38	18	0.062	0.284	0.251	7	9.5		0.234	0.04	0.998	False					none	0.0	0.0
adist:cc	adist:mod	80	29	0.268	0.318	-0.025	14	20.0		0.014	0.0	1.0	False							0.0
adist:cc	dir:cc	80	29	-0.146	0.026	-0.225	18	19.5		0.815	0.04	0.35	True							0.0
adist:cc	dir:dependent	80	29	-0.468	-0.408	-0.511	16	20.0		0.125	0.04	0.35	True							0.0
adist:cc	dir:det	73	29	-0.254	-0.37	-0.198	14	17.8		0.154	0.0	1.0	False							0.0
adist:cc	dir:discourse	38	18	0.051	0.061	-0.072	9	9.5		1.0	0.04	0.998	False					none	0.0	0.0
adist:cc	dist:cc	80	29	-0.89	-0.92	-0.886	2	20.0	low-low empty: X and Y are never both low	0.0	0.24	0.0	True							0.0
adist:cc	dist:comp	80	29	-0.418	-0.289	-0.517	15	20.0		0.037	0.0	1.0	False							0.0
adist:cc	dist:discourse	38	18	-0.183	-0.175	-0.356	9	9.5		1.0	0.04	0.998	False					none	0.0	0.0
adist:cc	dist:mod	80	29	-0.418	-0.327	-0.353	17	20.0		0.273	0.0	1.0	False							0.0
adist:cc	freq:cc	80	29	-0.041	-0.094	-0.007	20	20.0		1.0	0.04	0.35	True							0.0
adist:cc	freq:comp	80	29	-0.108	-0.051	0.025	18	20.0		0.515	0.0	1.0	False							0.0
adist:cc	freq:det	80	29	-0.124	-0.059	-0.343	19	20.0		0.831	0.0	1.0	False							0.0
adist:cc	freq:discourse	71	28	0.134	0.047	0.042	17	17.2		1.0	0.0	1.0	False							0.0
adist:cc	freq:mod	80	29	0.138	0.102	0.176	18	20.0		0.51	0.0	1.0	False							0.0
adist:cc	pos:ADJ	79	28	-0.008	0.047	-0.003	18	19.2		0.828	0.0	1.0	False							0.0
adist:cc	pos:ADV	80	29	0.013	0.074	0.012	18	20.0		0.499	0.0	1.0	False							0.0
adist:cc	pos:AUX	79	29	-0.077	-0.136	0.278	15	19.2		0.113	0.0	1.0	False							0.0
adist:cc	pos:CCONJ	80	29	0.021	-0.032	0.032	20	20.0		1.0	0.04	0.35	True							0.0
adist:cc	pos:DET	74	28	-0.165	-0.143	-0.349	17	18.5		0.639	0.0	1.0	False							0.0
adist:cc	pos:INTJ	65	26	-0.124	0.01	-0.119	15	15.8		1.0	0.0	1.0	False							0.0
adist:cc	pos:NUM	80	29	0.092	0.037	0.331	20	20.0		1.0	0.0	1.0	False							0.0
adist:cc	pos:PART	66	27	0.145	-0.075	0.049	15	16.5		0.639	0.0	1.0	False							0.0
adist:cc	pos:PRON	80	29	-0.18	-0.037	-0.203	18	20.0		0.495	0.0	1.0	False							0.0
adist:cc	pos:PROPN	79	29	-0.123	-0.086	-0.045	18	19.2		0.817	0.0	1.0	False							0.0
adist:cc	pos:SCONJ	76	29	-0.16	-0.167	-0.127	17	19.0		0.515	0.0	1.0	False							0.0
adist:cc	pos:VERB	80	29	0.136	0.008	0.055	19	20.0		0.837	0.0	1.0	False							0.0
adist:comp	adist:subj	122	38	0.465	0.392	0.252	23	30.5		0.012	0.0	1.0	False							0.0
adist:comp	dir:comp	130	38	0.078	0.026	0.046	30	32.5		0.462	0.04	0.028	True							0.0
adist:comp	dir:comp:aux	75	26	0.1	0.052	0.307	18	18.2		1.0	0.04	0.461	True							0.0
adist:comp	dir:comp:obj	125	38	0.097	0.031	0.068	27	30.8		0.28	0.04	0.035	True							0.0
adist:comp	dir:comp:obl	58	21	0.055	0.056	-0.018	14	14.5		1.0	0.0	1.0	True							0.0
adist:comp	dir:comp:pred	68	26	0.102	0.13	-0.075	16	17.0		0.825	0.0	1.0	True							0.0
adist:comp	dir:dependent	130	38	-0.02	-0.023	0.021	31	32.5		0.714	0.0	1.0	True							0.0
adist:comp	dir:discourse	55	21	0.039	0.019	-0.149	12	13.2		0.814	0.0	1.0	False							0.0
adist:comp	dir:mod	121	37	-0.154	-0.203	-0.285	24	29.8		0.056	0.0	1.0	False							0.0
adist:comp	dir:subj	122	38	-0.025	0.02	-0.052	30	30.5		1.0	0.0	1.0	False							0.0
adist:comp	dir:udep	113	35	-0.111	-0.067	0.218	27	27.8		1.0	0.0	1.0	False							0.0
adist:comp	dist:comp	130	38	0.161	0.173	0.135	28	32.5		0.162	0.0	1.0	True							0.0
adist:comp	dist:comp:aux	75	26	0.405	0.281	0.451	15	18.2		0.263	0.0	1.0	True							0.0
adist:comp	dist:comp:obj	125	38	0.191	0.207	0.16	26	30.8		0.136	0.04	0.035	True							0.0
adist:comp	dist:comp:obl	58	21	-0.104	0.025	-0.559	14	14.5		1.0	0.04	0.781	True							0.0
adist:comp	dist:comp:pred	68	26	0.228	0.221	-0.121	16	17.0		0.806	0.04	0.573	True							0.0
adist:comp	dist:discourse	55	21	-0.049	-0.001	-0.22	13	13.2		1.0	0.0	1.0	False							0.0
adist:comp	dist:mod	121	37	-0.203	-0.214	-0.154	27	29.8		0.473	0.0	1.0	False							0.0
adist:comp	dist:subj	122	38	-0.334	-0.202	-0.173	26	30.5		0.126	0.0	1.0	False							0.0
adist:comp	dist:udep	113	35	-0.285	-0.232	0.12	24	27.8		0.25	0.0	1.0	False							0.0
adist:comp	freq:cc	121	34	0.195	0.237	0.238	23	29.8		0.029	0.0	1.0	False							0.0
adist:comp	freq:comp	130	38	-0.177	-0.209	-0.034	29	32.5		0.295	0.0	1.0	True							0.0
adist:comp	freq:det	128	37	0.177	0.165	-0.04	30	32.0		0.615	0.0	1.0	False							0.0
adist:comp	freq:discourse	109	34	0.004	-0.215	0.109	21	26.8		0.049	0.0	1.0	False							0.0
adist:comp	freq:mod	130	38	0.179	0.221	0.116	26	32.5		0.043	0.0	1.0	False							0.0
adist:comp	freq:udep	128	37	0.133	0.209	-0.003	26	32.0		0.05	0.0	1.0	False							0.0
adist:comp	pos:ADP	127	36	0.152	0.157	0.243	27	31.2		0.19	0.0	1.0	False							0.0
adist:comp	pos:ADV	129	37	0.063	0.068	-0.003	28	31.8		0.285	0.0	1.0	False							0.0
adist:comp	pos:AUX	121	36	-0.058	-0.019	0.065	28	29.8		0.713	0.0	1.0	False							0.0
adist:comp	pos:DET	121	37	0.181	0.167	0.075	25	29.8		0.134	0.0	1.0	False							0.0
adist:comp	pos:NOUN	130	38	0.042	0.062	-0.224	31	32.5		0.703	0.0	1.0	False							0.0
adist:comp	pos:NUM	121	36	0.004	0.165	-0.047	24	29.8		0.073	0.0	1.0	False							0.0
adist:comp	pos:PART	108	34	-0.052	-0.089	-0.06	25	27.0		0.574	0.0	1.0	False							0.0
adist:comp	pos:PRON	130	38	-0.042	-0.06	0.004	30	32.5		0.478	0.0	1.0	False							0.0
adist:comp	pos:PROPN	124	36	0.071	0.034	0.111	28	31.0		0.385	0.0	1.0	False							0.0
adist:comp	pos:SCONJ	117	36	0.077	0.176	0.146	22	28.8		0.024	0.0	1.0	False							0.0
adist:comp	pos:VERB	130	38	-0.352	-0.406	-0.346	21	32.5		0.0	0.0	1.0	False							0.0
adist:det	adist:udep	86	32	0.154	0.206	0.023	18	21.5		0.21	0.0	1.0	False							0.0
adist:det	dir:comp	90	34	0.068	0.036	-0.079	22	22.5		1.0	0.0	1.0	False							0.0
adist:det	dir:comp:aux	64	25	0.033	-0.064	0.15	12	16.0		0.083	0.0	1.0	False							0.0
adist:det	dir:dependent	90	34	-0.037	-0.086	-0.058	21	22.5		0.659	0.0	1.0	True							0.0
adist:det	dir:det	90	34	0.041	-0.023	0.369	20	22.5		0.4	0.0	1.0	True							0.0
adist:det	dir:mod	89	34	-0.189	-0.216	-0.106	16	21.8		0.027	0.0	1.0	False							0.0
adist:det	dir:subj	88	34	-0.212	-0.218	-0.358	18	22.0		0.129	0.0	1.0	False							0.0
adist:det	dir:udep	86	32	-0.11	-0.1	-0.119	17	21.5		0.095	0.0	1.0	False							0.0
adist:det	dist:cc	73	29	-0.103	-0.143	0.017	15	17.8		0.334	0.0	1.0	False							0.0
adist:det	dist:comp	90	34	0.136	0.136	-0.04	22	22.5		1.0	0.0	1.0	False							0.0
adist:det	dist:comp:obj	89	34	0.104	0.071	-0.116	20	21.8		0.681	0.0	1.0	False							0.0
adist:det	dist:comp:pred	64	26	0.252	0.146	-0.088	16	16.0		1.0	0.0	1.0	False							0.0
adist:det	dist:det	90	34	-0.132	-0.508	0.268	11	22.5		0.0	0.12	0.0	True							0.0
adist:det	dist:mod	89	34	-0.146	-0.135	-0.058	21	21.8		1.0	0.0	1.0	False							0.0
adist:det	dist:udep	86	32	-0.194	-0.205	-0.143	15	21.5		0.01	0.0	1.0	False							0.0
adist:det	freq:cc	87	31	-0.074	-0.004	-0.265	19	21.2		0.546	0.0	1.0	False							0.0
adist:det	freq:comp	90	34	-0.058	-0.048	-0.131	20	22.5		0.409	0.0	1.0	False							0.0
adist:det	freq:det	90	34	-0.233	-0.204	-0.232	20	22.5		0.397	0.04	0.251	True							0.0
adist:det	freq:discourse	79	31	0.115	-0.022	0.08	18	19.2		0.803	0.0	1.0	False							0.0
adist:det	freq:mod	90	34	0.133	0.187	0.135	19	22.5		0.198	0.0	1.0	False							0.0
adist:det	freq:udep	89	33	0.003	0.132	0.155	18	21.8		0.2	0.0	1.0	False							0.0
adist:det	pos:ADP	89	33	0.019	0.073	0.03	19	21.8		0.408	0.0	1.0	False							0.0
adist:det	pos:AUX	87	34	-0.062	-0.009	0.178	21	21.2		1.0	0.0	1.0	False							0.0
adist:det	pos:CCONJ	87	31	-0.036	0.028	-0.26	21	21.2		1.0	0.0	1.0	False							0.0
adist:det	pos:DET	86	33	-0.223	-0.194	-0.25	19	21.5		0.37	0.04	0.264	True							0.0
adist:det	pos:INTJ	74	30	0.026	-0.092	0.267	17	18.5		0.643	0.0	1.0	False							0.0
adist:det	pos:NOUN	90	34	0.007	0.063	-0.093	20	22.5		0.384	0.0	1.0	False							0.0
adist:det	pos:PART	76	31	0.115	0.043	0.156	19	19.0		1.0	0.0	1.0	False							0.0
adist:det	pos:PRON	90	34	-0.032	-0.051	0.072	20	22.5		0.395	0.0	1.0	False							0.0
adist:det	pos:SCONJ	84	33	-0.32	-0.356	-0.441	16	21.0		0.045	0.0	1.0	False							0.0
adist:det	pos:VERB	90	34	0.022	-0.117	0.268	20	22.5		0.374	0.0	1.0	False							0.0
adist:discourse	dir:cc	38	18	-0.202	-0.251	-0.361	8	9.5		0.493	0.04	0.998	False					none	0.0	0.0
adist:discourse	dir:dependent	55	21	0.271	0.267	0.34	9	13.2		0.055	0.04	0.834	True							0.0
adist:discourse	dir:discourse	55	21	-0.288	-0.49	-0.151	5	13.2		0.0	0.08	0.068	True							0.0
adist:discourse	dist:comp:obl	31	13	0.012	-0.041	0.166	6	7.2		0.713	0.04	0.999	False					none	0.0	0.0
adist:discourse	dist:comp:pred	34	16	0.138	0.175	0.291	6	8.5		0.182	0.04	1.0	False							0.0
adist:discourse	dist:discourse	55	21	0.011	-0.55	0.279	5	13.2		0.0	0.12	0.0	True							0.0
adist:discourse	freq:discourse	55	21	-0.154	-0.251	-0.006	13	13.2		1.0	0.08	0.068	True							0.0
adist:discourse	freq:subj	54	21	-0.22	-0.22	-0.165	11	13.5		0.274	0.0	1.0	False							0.0
adist:discourse	freq:udep	54	21	0.002	0.093	-0.013	13	13.5		1.0	0.0	1.0	False							0.0
adist:discourse	pos:ADP	55	21	0.268	0.227	0.179	12	13.2		0.791	0.0	1.0	False							0.0
adist:discourse	pos:INTJ	52	21	-0.021	0.127	0.317	11	13.0		0.403	0.0	1.0	False							0.0
adist:mod	dir:cc	80	29	0.124	0.109	0.134	17	19.5		0.499	0.0	1.0	False							0.0
adist:mod	dir:comp	121	37	0.075	0.093	-0.113	28	29.8		0.719	0.0	1.0	False							0.0
adist:mod	dir:comp:obj	121	37	0.089	0.093	-0.125	29	29.8		1.0	0.0	1.0	False							0.0
adist:mod	dir:comp:obl	58	21	0.072	0.1	-0.087	14	14.5		1.0	0.0	1.0	False							0.0
adist:mod	dir:dependent	123	37	0.04	0.049	-0.031	28	30.2		0.581	0.04	0.066	True							0.0
adist:mod	dir:mod	123	37	-0.048	-0.06	-0.192	28	30.2		0.59	0.0	1.0	True							0.0
adist:mod	dist:comp	121	37	0.155	0.137	-0.075	28	29.8		0.726	0.0	1.0	False							0.0
adist:mod	dist:comp:pred	68	26	0.087	0.108	-0.101	16	17.0		0.825	0.0	1.0	False							0.0
adist:mod	dist:det	89	34	0.022	-0.049	0.274	20	21.8		0.7	0.0	1.0	False							0.0
adist:mod	dist:discourse	55	21	0.023	0.018	0.419	12	13.2		0.792	0.0	1.0	False							0.0
adist:mod	dist:mod	123	37	-0.227	-0.161	-0.272	28	30.2		0.609	0.08	0.0	True							0.0
adist:mod	freq:cc	114	34	0.166	0.158	0.041	28	28.5		1.0	0.0	1.0	False							0.0
adist:mod	freq:comp	123	37	0.294	0.289	0.328	22	30.2		0.002	0.0	1.0	False							0.0
adist:mod	freq:det	122	37	0.283	0.264	-0.172	22	30.5		0.007	0.0	1.0	False							0.0
adist:mod	freq:discourse	108	34	-0.189	-0.267	-0.199	24	27.0		0.324	0.0	1.0	False							0.0
adist:mod	freq:mod	123	37	-0.196	-0.179	0.039	26	30.2		0.227	0.0	1.0	True							0.0
adist:mod	freq:subj	122	37	-0.411	-0.405	-0.434	21	30.5		0.0	0.0	1.0	False							0.0
adist:mod	freq:udep	121	36	0.003	0.019	-0.012	29	29.8		1.0	0.0	1.0	False							0.0
adist:mod	freq:vocative	87	32	-0.179	-0.251	-0.258	19	21.2		0.526	0.0	1.0	False							0.0
adist:mod	pos:ADJ	116	36	-0.073	-0.01	0.184	28	29.0		0.858	0.0	1.0	False							0.0
adist:mod	pos:ADV	123	37	-0.169	-0.118	-0.296	29	30.2		0.872	0.0	1.0	False							0.0
adist:mod	pos:AUX	114	35	0.029	0.057	0.178	27	28.5		0.707	0.0	1.0	False							0.0
adist:mod	pos:CCONJ	113	34	0.24	0.183	0.072	25	27.8		0.447	0.0	1.0	False							0.0
adist:mod	pos:DET	116	37	0.358	0.3	-0.045	21	29.0		0.002	0.0	1.0	False							0.0
