measure	language	value	n_scope	n_hit	ci_low	ci_high
pos:INTJ	South_Levantine_Arabic	1.6477	789	13	0.965	2.798
pos:INTJ	Southern_Kurdish	1.0089	1685	17	0.631	1.61
pos:INTJ	Spanish	1.7466	8073	141	1.483	2.056
pos:INTJ	Swedish	0.0439	11402	5	0.019	0.103
pos:INTJ	Swedish_Sign_Language	3.4783	1610	56	2.688	4.49
pos:INTJ	Tagalog	0.2731	1831	5	0.117	0.638
pos:INTJ	Teko	1.174	2896	34	0.841	1.636
pos:INTJ	Telugu	0.2475	6465	16	0.152	0.402
pos:INTJ	Tupinamba	0.8208	4508	37	0.596	1.129
pos:INTJ	Turkish	0.0887	34962	31	0.062	0.126
pos:INTJ	Uzbek	0.2076	14451	30	0.145	0.296
pos:INTJ	Vietnamese	0.2119	1888	4	0.082	0.544
pos:INTJ	Wolof	0.1446	44258	64	0.113	0.185
pos:INTJ	Xavante	0.536	2239	12	0.307	0.934
pos:INTJ	Xibe	0.026	15401	4	0.01	0.067
pos:INTJ	Yakut	0.4795	1460	7	0.232	0.986
pos:INTJ	Yoruba	0.0121	8243	1	0.002	0.069
pos:INTJ	Zazaki	1.8737	1441	27	1.291	2.712
pos:NOUN	Abaza	27.3006	652	178	24.021	30.846
pos:NOUN	Abkhaz	18.6073	13054	2429	17.949	19.284
pos:NOUN	Akkadian	37.527	1852	695	35.35	39.756
pos:NOUN	Akuntsu	28.4741	1468	418	26.224	30.837
pos:NOUN	Albanian	19.2419	4485	863	18.115	20.422
pos:NOUN	Alemannic	12.8809	1444	186	11.251	14.708
pos:NOUN	Amharic	14.8551	10010	1487	14.172	15.565
pos:NOUN	Apurina	29.1174	1099	320	26.508	31.872
pos:NOUN	Assamese	31.9173	871	278	28.907	35.087
pos:NOUN	Assyrian	16.1148	453	73	13.016	19.783
pos:NOUN	Azerbaijani	26.6447	912	243	23.878	29.608
pos:NOUN	Bambara	15.5104	13823	2144	14.916	16.123
pos:NOUN	Bavarian	15.1304	15036	2275	14.566	15.712
pos:NOUN	Beja	14.3873	11948	1719	13.769	15.028
pos:NOUN	Bengali	19.375	320	62	15.418	24.058
pos:NOUN	Bhojpuri	27.832	6665	1855	26.769	28.92
pos:NOUN	Bokota	20.6414	2713	560	19.16	22.205
pos:NOUN	Brahui	33.2112	819	272	30.071	36.509
pos:NOUN	Breton	19.8281	10006	1984	19.059	20.621
pos:NOUN	Buryat	30.5684	10187	3114	29.681	31.47
pos:NOUN	Cantonese	14.9806	13918	2085	14.397	15.583
pos:NOUN	Cappadocian	16.5452	4938	817	15.535	17.608
pos:NOUN	Cebuano	12.6973	1394	177	11.051	14.548
pos:NOUN	Central_Kurdish	16.6013	765	127	14.133	19.404
pos:NOUN	Chinese	21.808	21914	4779	21.266	22.36
pos:NOUN	Chintang	20.73	14631	3033	20.081	21.394
pos:NOUN	Chukchi	13.7492	6124	842	12.909	14.634
pos:NOUN	Classical_Chinese	26.8519	648	174	23.583	30.393
pos:NOUN	Czech	23.3105	6289	1466	22.282	24.372
pos:NOUN	English	19.6238	51993	10203	19.285	19.967
pos:NOUN	Esperanto	20.4308	3343	683	19.098	21.831
pos:NOUN	Faroese	24.965	10002	2497	24.127	25.823
pos:NOUN	Finnish	26.6932	15813	4221	26.009	27.388
pos:NOUN	French	16.612	5484	911	15.65	17.62
pos:NOUN	Frisian_Dutch	12.9257	3729	482	11.887	14.041
pos:NOUN	Gheg	15.4659	15990	2473	14.914	16.035
pos:NOUN	Gorontalo	29.7561	205	61	23.917	36.34
pos:NOUN	Greek	15.1107	21958	3318	14.643	15.59
pos:NOUN	Guajajara	27.8166	9160	2548	26.908	28.743
pos:NOUN	Guarani	31.7972	217	69	25.964	38.264
pos:NOUN	Gujarati	22.5464	1885	425	20.717	24.488
pos:NOUN	Gwichin	16.5675	1008	167	14.4	18.989
pos:NOUN	Haitian_Creole	21.4395	3279	703	20.069	22.877
pos:NOUN	Hausa	16.5307	53210	8796	16.218	16.849
pos:NOUN	Hebrew	22.6554	8029	1819	21.753	23.584
pos:NOUN	Highland_Puebla_Nahuatl	16.4255	10088	1657	15.715	17.161
pos:NOUN	Hittite	29.5646	1309	387	27.155	32.094
pos:NOUN	Ika	10.1376	5307	538	9.354	10.979
pos:NOUN	Irish	23.9599	4783	1146	22.771	25.19
pos:NOUN	Italian	15.1828	6784	1030	14.349	16.056
pos:NOUN	Javanese	19.9958	14343	2868	19.349	20.658
pos:NOUN	Kaapor	24.0437	366	88	19.95	28.677
pos:NOUN	Kadiweu	34.9057	318	111	29.875	40.297
pos:NOUN	Kangri	22.0764	2514	555	20.498	23.74
pos:NOUN	Karelian	27.117	3094	839	25.58	28.711
pos:NOUN	Karo	24.4502	2319	567	22.744	26.241
pos:NOUN	Kazakh	29.4229	10536	3100	28.56	30.3
pos:NOUN	Kiche	24.3483	10013	2438	23.518	25.199
pos:NOUN	Komi_Permyak	22.0678	1151	254	19.767	24.554
pos:NOUN	Komi_Zyrian	24.1694	10505	2539	23.36	24.997
pos:NOUN	Korean	35.6548	30240	10782	35.117	36.196
pos:NOUN	Kyrgyz	23.52	1250	294	21.252	25.95
pos:NOUN	Latgalian	15.8824	170	27	11.151	22.122
pos:NOUN	Latvian	15.4762	168	26	10.786	21.71
pos:NOUN	Ligurian	12.933	6928	896	12.163	13.744
pos:NOUN	Lithuanian	20.6311	5356	1105	19.569	21.736
pos:NOUN	Livvi	26.4093	1632	431	24.328	28.602
pos:NOUN	Luxembourgish	18.4466	206	38	13.745	24.304
pos:NOUN	Macedonian	13.1618	1360	179	11.468	15.063
pos:NOUN	Madi	13.913	115	16	8.749	21.41
pos:NOUN	Makurap	21.3483	178	38	15.967	27.94
pos:NOUN	Malayalam	29.9625	2403	720	28.164	31.825
pos:NOUN	Marathi	21.5493	3847	829	20.279	22.877
pos:NOUN	Mbya_Guarani	12.8225	1318	169	11.125	14.736
pos:NOUN	Middle_Armenian	22.1409	1093	242	19.779	24.698
pos:NOUN	Middle_French	17.6313	7084	1249	16.761	18.536
pos:NOUN	Moksha	25.2675	4579	1157	24.03	26.547
pos:NOUN	Munduruku	37.5734	1022	384	34.656	40.584
pos:NOUN	Naga	21.4537	3123	670	20.05	22.928
pos:NOUN	Neapolitan	12.4378	201	25	8.568	17.716
pos:NOUN	Nenets	28.2233	1272	359	25.818	30.759
pos:NOUN	Nepali	20.0999	801	161	17.47	23.015
pos:NOUN	Northern_Kurdish	25.8602	10259	2653	25.022	26.716
pos:NOUN	Northwest_Gbaya	20.6538	2692	556	19.167	22.224
pos:NOUN	Odia	30.2681	5818	1761	29.101	31.461
pos:NOUN	Old_English	13.4503	171	23	9.133	19.374
pos:NOUN	Old_French	17.1933	15285	2628	16.603	17.8
pos:NOUN	Old_Georgian	23.896	6884	1645	22.903	24.918
pos:NOUN	Old_Irish	21.6121	856	185	18.985	24.493
pos:NOUN	Old_Turkish	10.1266	158	16	6.33	15.816
pos:NOUN	Ottoman_Turkish	35.3067	9780	3453	34.365	36.26
pos:NOUN	Pashto	21.2126	6647	1410	20.247	22.212
pos:NOUN	Paumari	18.4524	504	93	15.309	22.073
pos:NOUN	Pesh	14.7602	4275	631	13.729	15.855
pos:NOUN	Phrygian	20.9787	1921	403	19.217	22.856
pos:NOUN	Polish	25.1958	18384	4632	24.573	25.829
pos:NOUN	Punjabi	19.2126	3810	732	17.993	20.494
pos:NOUN	Romanian	18.7727	5231	982	17.738	19.854
pos:NOUN	Ruuli	17.5845	6301	1108	16.664	18.544
pos:NOUN	Sanskrit	30.3852	1843	560	28.328	32.524
pos:NOUN	Shanghainese	10.8225	8584	929	10.183	11.497
pos:NOUN	Sicilian	13.4327	11204	1505	12.814	14.077
pos:NOUN	Sinhala	36.6043	1549	567	34.241	39.034
pos:NOUN	Skolt_Sami	13.8406	3049	422	12.66	15.112
pos:NOUN	South_Levantine_Arabic	22.6869	789	179	19.901	25.737
pos:NOUN	Southern_Kurdish	23.5608	1685	397	21.596	25.646
pos:NOUN	Spanish	11.4703	8073	926	10.793	12.184
pos:NOUN	Spanish_Sign_Language	33.5248	1393	467	31.094	36.046
pos:NOUN	Swedish	17.076	11402	1947	16.396	17.778
pos:NOUN	Swedish_Sign_Language	22.4845	1610	362	20.512	24.588
pos:NOUN	Tagalog	19.4975	1831	357	17.748	21.375
pos:NOUN	Tamil	27.0612	12165	3292	26.279	27.858
pos:NOUN	Tatar	35.6579	2280	813	33.717	37.647
pos:NOUN	Teko	33.0801	2896	958	31.39	34.815
pos:NOUN	Telugu	22.1655	6465	1433	21.17	23.194
pos:NOUN	Telugu_English	26.7544	456	122	22.898	30.999
pos:NOUN	Tswana	12.1495	214	26	8.428	17.206
pos:NOUN	Tupinamba	31.8545	4508	1436	30.51	33.23
pos:NOUN	Turkish	30.5789	34962	10691	30.098	31.064
pos:NOUN	Turkish_English	19.7279	441	87	16.282	23.697
pos:NOUN	Umbrian	30.7229	1162	357	28.137	33.435
pos:NOUN	Upper_Sorbian	22.7187	11167	2537	21.951	23.505
pos:NOUN	Uzbek	33.8523	14451	4892	33.085	34.628
pos:NOUN	Veps	23.7913	1303	310	21.558	26.178
pos:NOUN	Vietnamese	20.1271	1888	380	18.38	21.996
pos:NOUN	Warlpiri	33.9683	315	107	28.959	39.363
pos:NOUN	Wolof	16.1078	44258	7129	15.768	16.453
pos:NOUN	Xavante	20.4109	2239	457	18.793	22.13
pos:NOUN	Xibe	29.9071	15401	4606	29.189	30.635
pos:NOUN	Yakut	30.0685	1460	439	27.771	32.47
pos:NOUN	Yoruba	18.3307	8243	1511	17.51	19.181
pos:NOUN	Yupik	18.9252	2568	486	17.457	20.486
pos:NOUN	Zazaki	14.9896	1441	216	13.24	16.926
pos:NUM	Abaza	3.0675	652	20	1.994	4.69
pos:NUM	Abkhaz	0.4826	13054	63	0.377	0.617
pos:NUM	Akkadian	0.6479	1852	12	0.371	1.129
pos:NUM	Akuntsu	1.0899	1468	16	0.672	1.763
pos:NUM	Albanian	0.5797	4485	26	0.396	0.848
pos:NUM	Alemannic	0.9003	1444	13	0.527	1.534
pos:NUM	Amharic	0.3996	10010	40	0.294	0.544
pos:NUM	Apurina	1.1829	1099	13	0.693	2.013
pos:NUM	Assamese	1.837	871	16	1.134	2.963
pos:NUM	Azerbaijani	0.8772	912	8	0.445	1.721
pos:NUM	Bambara	0.6656	13823	92	0.543	0.815
pos:NUM	Bavarian	1.5962	15036	240	1.408	1.809
pos:NUM	Beja	0.4938	11948	59	0.383	0.636
pos:NUM	Bengali	0.625	320	2	0.172	2.25
pos:NUM	Bhojpuri	2.2356	6665	149	1.907	2.619
pos:NUM	Bokota	0.5898	2713	16	0.363	0.956
pos:NUM	Brahui	3.4188	819	28	2.376	4.897
pos:NUM	Breton	2.3286	10006	233	2.051	2.643
pos:NUM	Buryat	2.1891	10187	223	1.922	2.492
pos:NUM	Cantonese	1.6669	13918	232	1.467	1.893
pos:NUM	Cappadocian	1.3163	4938	65	1.034	1.674
pos:NUM	Cebuano	0.8608	1394	12	0.493	1.499
pos:NUM	Central_Kurdish	2.2222	765	17	1.392	3.53
pos:NUM	Chinese	2.3045	21914	505	2.114	2.512
pos:NUM	Chintang	1.5173	14631	222	1.332	1.729
pos:NUM	Chukchi	0.3266	6124	20	0.212	0.504
pos:NUM	Classical_Chinese	4.1667	648	27	2.879	5.994
pos:NUM	Czech	0.2862	6289	18	0.181	0.452
pos:NUM	English	1.8406	51993	957	1.729	1.96
pos:NUM	Esperanto	1.2863	3343	43	0.956	1.728
pos:NUM	Faroese	2.3895	10002	239	2.108	2.708
pos:NUM	Finnish	2.4474	15813	387	2.218	2.7
pos:NUM	French	0.547	5484	30	0.383	0.78
pos:NUM	Frisian_Dutch	1.609	3729	60	1.252	2.066
pos:NUM	Gheg	2.0138	15990	322	1.807	2.243
pos:NUM	Gorontalo	0.4878	205	1	0.086	2.711
pos:NUM	Greek	0.7788	21958	171	0.671	0.904
pos:NUM	Guajajara	0.0983	9160	9	0.052	0.187
pos:NUM	Guarani	0.4608	217	1	0.081	2.564
pos:NUM	Gujarati	2.122	1885	40	1.562	2.877
pos:NUM	Gwichin	0.3968	1008	4	0.154	1.016
pos:NUM	Haitian_Creole	1.5554	3279	51	1.185	2.039
pos:NUM	Hausa	0.9735	53210	518	0.894	1.061
pos:NUM	Hebrew	1.7935	8029	144	1.525	2.108
pos:NUM	Highland_Puebla_Nahuatl	0.9814	10088	99	0.807	1.193
pos:NUM	Hittite	2.3682	1309	31	1.673	3.342
pos:NUM	Ika	1.2248	5307	65	0.962	1.558
pos:NUM	Irish	1.2544	4783	60	0.976	1.611
pos:NUM	Italian	0.2653	6784	18	0.168	0.419
pos:NUM	Javanese	2.5239	14343	362	2.28	2.794
pos:NUM	Kaapor	0.2732	366	1	0.048	1.531
pos:NUM	Kangri	1.6309	2514	41	1.204	2.205
pos:NUM	Karelian	1.5191	3094	47	1.144	2.014
pos:NUM	Karo	0.1725	2319	4	0.067	0.443
pos:NUM	Kazakh	3.5497	10536	374	3.213	3.92
pos:NUM	Kiche	0.6492	10013	65	0.51	0.826
pos:NUM	Komi_Permyak	0.7819	1151	9	0.412	1.479
pos:NUM	Komi_Zyrian	1.2661	10505	133	1.069	1.498
pos:NUM	Korean	2.3413	30240	708	2.177	2.518
pos:NUM	Kyrgyz	0.72	1250	9	0.379	1.363
pos:NUM	Ligurian	0.6062	6928	42	0.449	0.818
pos:NUM	Lithuanian	0.4481	5356	24	0.301	0.666
pos:NUM	Livvi	1.2868	1632	21	0.843	1.959
pos:NUM	Macedonian	0.5147	1360	7	0.25	1.059
pos:NUM	Malayalam	1.7478	2403	42	1.296	2.354
pos:NUM	Marathi	0.8838	3847	34	0.633	1.232
pos:NUM	Mbya_Guarani	0.4552	1318	6	0.209	0.99
pos:NUM	Middle_Armenian	1.4639	1093	16	0.903	2.365
pos:NUM	Middle_French	0.3388	7084	24	0.228	0.504
pos:NUM	Moksha	0.808	4579	37	0.587	1.112
pos:NUM	Munduruku	0.1957	1022	2	0.054	0.711
pos:NUM	Naga	1.505	3123	47	1.134	1.995
pos:NUM	Nenets	1.7296	1272	22	1.145	2.605
pos:NUM	Nepali	0.6242	801	5	0.267	1.453
pos:NUM	Northern_Kurdish	2.125	10259	218	1.863	2.422
pos:NUM	Northwest_Gbaya	0.2229	2692	6	0.102	0.485
pos:NUM	Odia	3.1798	5818	185	2.759	3.662
pos:NUM	Old_French	0.5561	15285	85	0.45	0.687
pos:NUM	Old_Georgian	1.4526	6884	100	1.196	1.764
pos:NUM	Old_Irish	0.2336	856	2	0.064	0.848
pos:NUM	Old_Turkish	13.2911	158	21	8.86	19.465
pos:NUM	Ottoman_Turkish	1.0123	9780	99	0.832	1.231
pos:NUM	Pashto	1.2186	6647	81	0.982	1.512
pos:NUM	Paumari	0.1984	504	1	0.035	1.115
pos:NUM	Pesh	0.9123	4275	39	0.668	1.245
pos:NUM	Phrygian	0.4685	1921	9	0.247	0.888
pos:NUM	Polish	0.99	18384	182	0.857	1.144
pos:NUM	Punjabi	1.1549	3810	44	0.861	1.547
pos:NUM	Romanian	0.7073	5231	37	0.514	0.973
pos:NUM	Ruuli	0.8253	6301	52	0.63	1.081
pos:NUM	Sanskrit	0.9767	1843	18	0.619	1.539
pos:NUM	Shanghainese	0.8737	8584	75	0.698	1.094
pos:NUM	Sicilian	0.4284	11204	48	0.323	0.568
pos:NUM	Sinhala	0.6456	1549	10	0.351	1.184
pos:NUM	Skolt_Sami	0.5576	3049	17	0.348	0.891
pos:NUM	South_Levantine_Arabic	2.2814	789	18	1.448	3.577
pos:NUM	Southern_Kurdish	2.908	1685	49	2.207	3.824
pos:NUM	Spanish	1.1272	8073	91	0.919	1.382
pos:NUM	Spanish_Sign_Language	4.2355	1393	59	3.298	5.425
pos:NUM	Swedish	0.6753	11402	77	0.541	0.843
pos:NUM	Swedish_Sign_Language	1.5528	1610	25	1.054	2.282
pos:NUM	Tagalog	0.8192	1831	15	0.497	1.347
pos:NUM	Tamil	3.1155	12165	379	2.821	3.439
pos:NUM	Tatar	2.5877	2280	59	2.011	3.323
pos:NUM	Teko	0.6215	2896	18	0.394	0.98
pos:NUM	Telugu	1.423	6465	92	1.162	1.742
pos:NUM	Telugu_English	0.6579	456	3	0.224	1.916
pos:NUM	Tupinamba	0.3771	4508	17	0.236	0.603
pos:NUM	Turkish	2.1709	34962	759	2.023	2.329
pos:NUM	Turkish_English	0.6803	441	3	0.232	1.981
pos:NUM	Umbrian	1.6351	1162	19	1.049	2.54
pos:NUM	Upper_Sorbian	3.4208	11167	382	3.099	3.774
pos:NUM	Uzbek	2.7887	14451	403	2.533	3.07
pos:NUM	Veps	0.8442	1303	11	0.472	1.505
pos:NUM	Vietnamese	3.072	1888	58	2.384	3.951
pos:NUM	Wolof	1.2133	44258	537	1.115	1.32
pos:NUM	Xavante	0.5806	2239	13	0.34	0.991
pos:NUM	Xibe	3.1751	15401	489	2.91	3.464
pos:NUM	Yakut	3.0822	1460	45	2.311	4.099
pos:NUM	Yoruba	0.9463	8243	78	0.759	1.179
pos:NUM	Yupik	0.0389	2568	1	0.007	0.22
pos:NUM	Zazaki	0.9715	1441	14	0.58	1.624
pos:PART	Abaza	1.227	652	8	0.623	2.402
pos:PART	Abkhaz	0.7431	13054	97	0.61	0.906
pos:PART	Akkadian	1.8359	1852	34	1.317	2.554
pos:PART	Akuntsu	4.4959	1468	66	3.549	5.68
pos:PART	Albanian	6.3991	4485	287	5.72	7.153
pos:PART	Alemannic	2.3546	1444	34	1.69	3.272
pos:PART	Amharic	8.6813	10010	869	8.145	9.249
pos:PART	Apurina	1.3649	1099	15	0.829	2.24
pos:PART	Assamese	1.4925	871	13	0.874	2.537
pos:PART	Assyrian	4.1943	453	19	2.701	6.458
pos:PART	Azerbaijani	0.1096	912	1	0.019	0.618
pos:PART	Bambara	4.9121	13823	679	4.564	5.285
pos:PART	Bavarian	1.0641	15036	160	0.912	1.241
pos:PART	Beja	2.6866	11948	321	2.412	2.992
pos:PART	Bengali	2.8125	320	9	1.487	5.258
pos:PART	Bhojpuri	2.8657	6665	191	2.492	3.294
pos:PART	Bokota	0.258	2713	7	0.125	0.532
pos:PART	Breton	0.02	10006	2	0.005	0.073
pos:PART	Buryat	2.3952	10187	244	2.116	2.711
pos:PART	Cantonese	11.0289	13918	1535	10.519	11.56
pos:PART	Cappadocian	1.5593	4938	77	1.25	1.944
pos:PART	Cebuano	12.3386	1394	172	10.715	14.169
pos:PART	Central_Kurdish	3.9216	765	30	2.761	5.543
pos:PART	Chinese	6.6533	21914	1458	6.331	6.991
pos:PART	Chintang	10.8605	14631	1589	10.367	11.375
pos:PART	Chukchi	13.9778	6124	856	13.132	14.869
pos:PART	Classical_Chinese	10.4938	648	68	8.362	13.091
pos:PART	Czech	0.7314	6289	46	0.549	0.974
pos:PART	English	2.585	51993	1344	2.452	2.725
pos:PART	Esperanto	0.4487	3343	15	0.272	0.739
pos:PART	Faroese	0.7898	10002	79	0.634	0.983
pos:PART	Gheg	3.152	15990	504	2.892	3.434
pos:PART	Gorontalo	0.4878	205	1	0.086	2.711
pos:PART	Greek	1.5621	21958	343	1.406	1.735
pos:PART	Guajajara	16.19	9160	1483	15.45	16.958
pos:PART	Guarani	9.6774	217	21	6.417	14.341
pos:PART	Gujarati	2.2812	1885	43	1.698	3.058
pos:PART	Gwichin	0.9921	1008	10	0.54	1.816
pos:PART	Hausa	4.9991	53210	2660	4.817	5.187
pos:PART	Hittite	12.5286	1309	164	10.844	14.432
pos:PART	Ika	18.1082	5307	961	17.095	19.167
pos:PART	Irish	6.4813	4783	310	5.818	7.215
pos:PART	Javanese	1.6315	14343	234	1.437	1.852
pos:PART	Kaapor	10.1093	366	37	7.424	13.624
pos:PART	Kadiweu	1.8868	318	6	0.868	4.055
pos:PART	Kangri	3.58	2514	90	2.922	4.38
pos:PART	Karo	12.8935	2319	299	11.591	14.319
pos:PART	Kazakh	0.3132	10536	33	0.223	0.44
pos:PART	Kiche	8.2892	10013	830	7.765	8.845
pos:PART	Komi_Permyak	0.5213	1151	6	0.239	1.133
pos:PART	Komi_Zyrian	0.8948	10505	94	0.732	1.094
pos:PART	Korean	1.584	30240	479	1.449	1.731
pos:PART	Kyrgyz	2.24	1250	28	1.554	3.218
pos:PART	Latgalian	2.9412	170	5	1.263	6.699
pos:PART	Latvian	2.9762	168	5	1.278	6.777
pos:PART	Ligurian	1.963	6928	136	1.662	2.317
pos:PART	Lithuanian	3.1367	5356	168	2.702	3.638
pos:PART	Luxembourgish	3.3981	206	7	1.656	6.847
pos:PART	Macedonian	5.8088	1360	79	4.686	7.181
pos:PART	Madi	1.7391	115	2	0.478	6.12
pos:PART	Makurap	10.1124	178	18	6.493	15.417
pos:PART	Malayalam	2.4136	2403	58	1.872	3.107
pos:PART	Marathi	1.2217	3847	47	0.92	1.621
pos:PART	Mbya_Guarani	13.9605	1318	184	12.194	15.937
pos:PART	Middle_Armenian	1.0979	1093	12	0.629	1.909
pos:PART	Moksha	0.3713	4579	17	0.232	0.594
pos:PART	Munduruku	4.1096	1022	42	3.055	5.508
pos:PART	Naga	1.601	3123	50	1.217	2.104
pos:PART	Nepali	9.3633	801	75	7.535	11.579
pos:PART	Northern_Kurdish	0.9553	10259	98	0.785	1.163
pos:PART	Northwest_Gbaya	5.6092	2692	151	4.802	6.543
pos:PART	Odia	1.375	5818	80	1.106	1.708
pos:PART	Old_English	0.5848	171	1	0.103	3.238
pos:PART	Old_Georgian	2.1354	6884	147	1.82	2.505
pos:PART	Old_Irish	9.229	856	79	7.468	11.354
pos:PART	Ottoman_Turkish	0.9407	9780	92	0.768	1.152
pos:PART	Pashto	2.3319	6647	155	1.996	2.723
pos:PART	Pesh	13.0292	4275	557	12.053	14.072
pos:PART	Phrygian	4.5809	1921	88	3.733	5.61
pos:PART	Polish	2.2411	18384	412	2.037	2.465
pos:PART	Punjabi	2.7559	3810	105	2.282	3.325
pos:PART	Romanian	4.5307	5231	237	4.0	5.128
pos:PART	Ruuli	4.1422	6301	261	3.677	4.663
pos:PART	Sanskrit	2.0076	1843	37	1.46	2.755
pos:PART	Shanghainese	10.5662	8584	907	9.933	11.234
pos:PART	Sicilian	0.4016	11204	45	0.3	0.537
pos:PART	Sinhala	6.1975	1549	96	5.102	7.51
pos:PART	Skolt_Sami	0.7871	3049	24	0.53	1.169
pos:PART	South_Levantine_Arabic	0.507	789	4	0.197	1.296
pos:PART	Southern_Kurdish	1.8991	1685	32	1.348	2.669
pos:PART	Spanish_Sign_Language	0.1436	1393	2	0.039	0.522
pos:PART	Swedish	2.8153	11402	321	2.527	3.135
pos:PART	Swedish_Sign_Language	0.0621	1610	1	0.011	0.351
pos:PART	Tagalog	8.3015	1831	152	7.123	9.654
pos:PART	Tamil	5.3925	12165	656	5.005	5.808
pos:PART	Teko	1.2086	2896	35	0.87	1.676
pos:PART	Telugu	0.3867	6465	25	0.262	0.57
pos:PART	Tswana	14.9533	214	32	10.796	20.347
pos:PART	Tupinamba	4.0816	4508	184	3.542	4.699
pos:PART	Turkish_English	1.1338	441	5	0.485	2.626
pos:PART	Upper_Sorbian	0.2149	11167	24	0.144	0.32
pos:PART	Uzbek	0.5744	14451	83	0.464	0.711
pos:PART	Veps	0.1535	1303	2	0.042	0.558
pos:PART	Vietnamese	1.0064	1888	19	0.645	1.566
pos:PART	Wolof	1.9477	44258	862	1.823	2.081
pos:PART	Xavante	14.3814	2239	322	12.989	15.896
pos:PART	Xibe	0.8636	15401	133	0.729	1.022
pos:PART	Yakut	2.0548	1460	30	1.443	2.918
pos:PART	Yoruba	2.2929	8243	189	1.991	2.639
pos:PART	Yupik	0.6231	2568	16	0.384	1.01
pos:PART	Zazaki	3.4004	1441	49	2.582	4.467
pos:PRON	Abaza	12.1166	652	79	9.831	14.846
pos:PRON	Abkhaz	4.987	13054	651	4.627	5.374
pos:PRON	Akkadian	10.0432	1852	186	8.756	11.496
pos:PRON	Akuntsu	6.6076	1468	97	5.447	7.995
pos:PRON	Albanian	10.7915	4485	484	9.917	11.733
pos:PRON	Alemannic	8.1717	1444	118	6.867	9.698
pos:PRON	Amharic	25.4745	10010	2550	24.63	26.337
pos:PRON	Apurina	10.1911	1099	112	8.539	12.121
pos:PRON	Assamese	6.659	871	58	5.186	8.512
pos:PRON	Assyrian	9.4923	453	43	7.124	12.542
pos:PRON	Azerbaijani	5.1535	912	47	3.897	6.786
pos:PRON	Bambara	18.1292	13823	2506	17.496	18.78
pos:PRON	Bavarian	7.5352	15036	1133	7.124	7.968
pos:PRON	Beja	6.8714	11948	821	6.432	7.339
pos:PRON	Bengali	15.3125	320	49	11.78	19.668
pos:PRON	Bhojpuri	5.0263	6665	335	4.527	5.577
pos:PRON	Bokota	10.9473	2713	297	9.827	12.178
pos:PRON	Brahui	3.7851	819	31	2.679	5.323
pos:PRON	Breton	2.6384	10006	264	2.342	2.971
pos:PRON	Buryat	2.8271	10187	288	2.523	3.167
pos:PRON	Cantonese	8.4567	13918	1177	8.006	8.93
pos:PRON	Cappadocian	8.5257	4938	421	7.779	9.337
pos:PRON	Cebuano	13.5581	1394	189	11.861	15.456
pos:PRON	Central_Kurdish	14.6405	765	112	12.312	17.322
pos:PRON	Chinese	7.6755	21914	1682	7.33	8.035
pos:PRON	Chintang	4.6955	14631	687	4.364	5.05
pos:PRON	Chukchi	6.4337	6124	394	5.846	7.076
pos:PRON	Classical_Chinese	7.2531	648	47	5.498	9.512
pos:PRON	Czech	6.0582	6289	381	5.495	6.675
pos:PRON	English	8.5377	51993	4439	8.301	8.781
pos:PRON	Esperanto	9.4227	3343	315	8.478	10.46
pos:PRON	Faroese	2.9194	10002	292	2.607	3.268
pos:PRON	Finnish	7.3294	15813	1159	6.933	7.746
pos:PRON	French	9.7557	5484	535	8.998	10.569
pos:PRON	Frisian_Dutch	11.7994	3729	440	10.803	12.874
pos:PRON	Gheg	18.1238	15990	2898	17.534	18.729
pos:PRON	Gorontalo	3.9024	205	8	1.99	7.51
pos:PRON	Greek	7.1956	21958	1580	6.861	7.545
pos:PRON	Guajajara	9.6616	9160	885	9.073	10.284
pos:PRON	Guarani	13.3641	217	29	9.469	18.534
pos:PRON	Gujarati	7.0557	1885	133	5.985	8.301
pos:PRON	Gwichin	0.3968	1008	4	0.154	1.016
pos:PRON	Haitian_Creole	11.0095	3279	361	9.983	12.127
pos:PRON	Hausa	5.3543	53210	2849	5.166	5.549
pos:PRON	Hebrew	11.6827	8029	938	10.998	12.404
pos:PRON	Highland_Puebla_Nahuatl	8.1483	10088	822	7.63	8.698
pos:PRON	Hittite	11.1536	1309	146	9.561	12.974
pos:PRON	Ika	4.2208	5307	224	3.712	4.796
pos:PRON	Irish	4.3696	4783	209	3.826	4.987
pos:PRON	Italian	7.5029	6784	509	6.9	8.154
pos:PRON	Javanese	6.6932	14343	960	6.296	7.114
pos:PRON	Kaapor	16.9399	366	62	13.445	21.122
pos:PRON	Kadiweu	5.6604	318	18	3.61	8.769
pos:PRON	Kangri	8.2737	2514	208	7.259	9.415
pos:PRON	Karelian	9.3407	3094	289	8.365	10.417
pos:PRON	Karo	12.8504	2319	298	11.55	14.274
pos:PRON	Kazakh	4.6792	10536	493	4.292	5.099
pos:PRON	Kiche	2.1872	10013	219	1.918	2.493
pos:PRON	Komi_Permyak	10.5126	1151	121	8.87	12.418
pos:PRON	Komi_Zyrian	6.892	10505	724	6.423	7.392
pos:PRON	Korean	4.1171	30240	1245	3.899	4.347
pos:PRON	Kyrgyz	5.36	1250	67	4.243	6.751
pos:PRON	Latgalian	11.1765	170	19	7.273	16.796
pos:PRON	Latvian	10.119	168	17	6.414	15.607
pos:PRON	Ligurian	13.3949	6928	928	12.613	14.217
